제목,방송 기간,방송 시간,방송 횟수,장르,채널,방송 시작
그남자오수,  2018년 3월 5일 ~ 2018년 4월 24일 ,"  월, 화 21:00~22:00 ",  16부작 ,  로맨스 범죄 ,  OCN ,2018-03-05 00:00:00
간택-여인들의전쟁, 2019년 12월 14일 ~ 2020년 2월 9일 ,"  토요일, 일요일 오후 10:50 ~ ",  16부작 ,"  로맨스, 퓨전사극 ",  TV CHOSUN ,2019-12-14 00:00:00
우리가만난기적,  2018년 4월 2일 ~ 2018년 5월 29일 ,"  월요일, 화요일 오후 10:00 ~ 11:10 ",  18부작 ,,  KBS 2TV ,2018-04-02 00:00:00
왕과나,  2007년 8월 27일 ~ 2008년 4월 1일 ,"  월요일, 화요일 밤 9:55 ~ 11:05 ",  63부작 ,,  SBS ,2007-08-27 00:00:00
굿캐스팅,  2020년 4월 ~ (예정) ,"  월요일, 화요일 오후 10:00 ~ 11:10 ",   ,,  SBS ,unknown
애타는로맨스,  2017년 4월 17일 ~ 2017년 5월 30일  ,"  월, 화 13:00 ~ 14:00, 21:00 ~ 22:00 ",  13부작 ,  로맨틱 코미디 ,  OCN ,2017-04-17 00:00:00
얼렁뚱땅흥신소, 2007년 10월 8일 ~ 2007년 11월 27일 ," 월요일, 화요일 09:55 ~ 11:05 ", 16부작 , 드라마 , 한국방송공사 ,2007-10-08 00:00:00
미스터Q,   1998년 5월 20일 ~ 1998년 7월 16일 ,"  수요일, 목요일 오후 9:55 ~ 10:55 ",  18부작 ,,  SBS ,1998-05-20 00:00:00
계백,  2011년 7월 25일 ~ 2011년 11월 22일 ,"  월요일, 화요일 오후 9:55~11:15 ",  36부작 ,  사극 ,  문화방송 ,2011-07-25 00:00:00
밥잘사주는예쁜누나,  2018년 3월 30일 ~ 2018년 5월 19일 ,"  금요일 오후 10시 45분, 토요일 오후 11시 ",  16부작 ,  멜로 드라마 ,  JTBC ,2018-03-30 00:00:00
마담앙트완,  2016년 1월 22일 ~ 2016년 3월 12일,"  금요일, 토요일 오후 8:30~ ",  16부작 ,  로맨틱 코미디 ,  JTBC ,2016-01-22 00:00:00
바벨,  2019년 1월 27일 ~ 2019년 3월 24일 ,"  매주 토요일, 일요일 밤 10시 50분 ",  16부작 ,   드라마 . 범죄. 미스터리. 멜로 ,   TV CHOSUN ,2019-01-27 00:00:00
뷰티풀마인드,  2016년 6월 20일 ~ 2016년 8월 2일 ,"  월요일, 화요일 오후 10:00 ~ 11:10 ",  14부작 ,  의학 ,  KBS 2TV ,2016-06-20 00:00:00
아이언맨,  2014년 9월 10일 ~ 2014년 11월 13일 ,"  수요일, 목요일 오후 10:00~ ",  총 18화 ,,  KBS 2TV ,2014-09-10 00:00:00
꽃보다남자,  2009년 1월 5일 ~ 2009년 3월 31일 ,"  월요일, 화요일 오후 10:00 ~ 11:10 ",  25부작 + 스페셜 1부작 ,  로맨틱 코미디 ,  KBS 2TV ,2009-01-05 00:00:00
순수의시대,,,, 소설,,unknown
힐러,  2014년 12월 8일 ~ 2015년 2월 10일 ,"  월요일, 화요일 오후 10:00~11:10 ",  20부작 ,"  액션, 멜로 ",  KBS 2TV ,2014-12-08 00:00:00
나는전설이다,  2010년 8월 2일 ~ 2010년 9월 21일 ,"  월요일, 화요일 밤 8:55 ~ ",  16부작 ,,  SBS ,2010-08-02 00:00:00
메리대구공방전,  2007년 5월 16일 ~ 2007년 7월 5일 ,"  수요일, 목요일 09:55 ~ 11:05 ",  16부작 ,"  드라마, 로맨틱 코미디 ",  문화방송 ,2007-05-16 00:00:00
베이비시터,  2016년 3월 14일 ~ 2016년 3월 22일 ,"  월요일, 화요일 오후 10시 00분 ~ 오후 11시 10분 ",  4부작 ,,  KBS 2TV ,2016-03-14 00:00:00
장난스런키스,   2010년 9월 1일 ~ 2010년 10월 21일 ,"  수요일, 목요일 밤 9시 55분 ~ ",  16부작 ,,  문화방송 ,2010-09-01 00:00:00
빠담빠담,  2011년 12월 5일 ~ 2012년 2월 7일 ,"  월요일, 화요일 밤 8시 45분 ~ 9시 55분 ",  20부작 ,"  멜로, 드라마 ",  JTBC ,2011-12-05 00:00:00
미스터굿바이,  2006년 5월 22일 ~ 2006년 7월 18일 ,"  월요일, 화요일 오후 9:55 ~ ",  16부작 ,"  멜로, 드라마 ",  KBS 2TV ,2006-05-22 00:00:00
맛좀보실래요,  2019년 11월 12일 ~ 2020년 5월 1일 ,   평일 오전 8시 35분 ~ 9시 10분,  124부작 (예정) ,,  SBS ,2019-11-12 00:00:00
러블리호러블리,  2018년 8월 13일 ~ 2018년 10월 2일 ,"  월요일, 화요일 오후 10:00 ~ 11:10 ",  32부작 ,"  	호러, 로맨틱 코미디 ",  KBS 2TV ,2018-08-13 00:00:00
돌아온복단지,  2017년 5월 15일 ~ 2017년 11월 24일,  월요일 ~ 금요일 오후 7시 15분 ~ 7시 55분 ,  122부작 ,,  문화방송 ,2017-05-15 00:00:00
"이번주,아내가바람을핍니다",  2016년 10월 28일  ~ 2016년 12월 3일 ,"  금요일, 토요일 오후 8시 30분  ",  12부작 ,,  JTBC ,2016-10-28 00:00:00
운명처럼널사랑해,  2014년 7월 2일 ~ 2014년 9월 4일 ,"  수요일, 목요일 밤 10시 ",  20부작 ,"  드라마, 로맨틱 코미디 ",  문화방송 ,2014-07-02 00:00:00
그녀는예뻤다,  2015년 9월 16일 ~ 2015년 11월 11일 ,"  수요일, 목요일 오후 10:00~ ",  16부작 ,  로맨틱 코미디 ,  문화방송 ,2015-09-16 00:00:00
포도밭그사나이,  2006년 7월 24일 ~ 2006년 9월 12일 ,"  월요일, 화요일 오후 9:55 ~ 11:05 ",  16부작 ,"  드라마, 로맨틱 코미디 ",  한국방송공사 ,2006-07-24 00:00:00
나쁜남자,  2010년 5월 26일 ~ 2010년 8월 5일 ,"  수요일, 목요일 09:55 ~ 11:05 ",  17부작 ,"  복수, 드라마 ",  SBS ,2010-05-26 00:00:00
칼과꽃,  2013년 7월 3일 ~ 2013년 9월 5일 ,"  수요일, 목요일 오후 10:00 ~ ",  20부작 ,,  KBS 2TV ,2013-07-03 00:00:00
데릴남편오작두,  2018년 3월 3일 ~ 2018년 5월 19일 ,  토요일 오후 8시 45분 ~ 11시 15분 ,  24부작 ,,  문화방송 ,2018-03-03 00:00:00
응답하라1988, 2015년 11월 6일 ~ 2016년 1월 16일," 매주 금요일, 토요일 밤 7시 40분", 20부작,, tvN,2015-11-06 00:00:00
너를기억해,  2015년 6월 22일 ~ 8월 11일 ,"  월요일, 화요일 오후 10:00~11:10  ",  16부작 ,"  수사물, 로맨스 ",  KBS 2TV ,2015-06-22 00:00:00
쾌걸춘향,  2005년 1월 3일 ~ 2005년 3월 1일 ,"  월요일, 화요일 오후 9:55~ ", 17부작 ,  로맨틱코미디 ,  한국방송공사 ,2005-01-03 00:00:00
가면,  2015년 5월 27일 ~ 2015년 7월 30일 ,"  수요일, 목요일 오후 10:00~ ",  20부작 ,"  멜로, 서스펜스 ",  SBS ,2015-05-27 00:00:00
신의퀴즈,,"  수, 목 11시 ",,  드라마 ,  OCN ,unknown
천국의계단,  2003년 12월 3일 ~ 2004년 2월 5일 ,"  수요일, 목요일 밤 9시 55분 ",  20부작 ,  막장드라마 ,  SBS ,2003-12-03 00:00:00
시그널, 2016년 1월 22일 ~ 2016년 3월 12일," 매주 금요일, 토요일 밤 8시 30분", 16부작," SF, 범죄, 스릴러, 판타지", tvN,2016-01-22 00:00:00
뿌리깊은나무,  2011년 9월 28일 ~ 2011년 12월 28일 ,"  수요일, 목요일 오후 9:55~ ",  24부작 + 스페셜 3부작 ,  퓨전사극 ,  SBS ,2011-09-28 00:00:00
유령,  2012년 5월 30일 ~ 2012년 8월 9일 ,"  수요일, 목요일 오후 9:55 ~ ",  20부작 ,"  범죄, 스릴러 ",  SBS ,2012-05-30 00:00:00
안녕드라큘라,   2020년 2월 17일 ~ 2020년 2월 18일 ,"  월요일, 화요일 오후 9:30 ~ ",  2부작 ,  드라마 ,  JTBC ,2020-02-17 00:00:00
국가가부른다,  2010년 5월 10일 ~ 2010년 6월 29일 ,"  매주 월요일, 화요일 밤 9시 55분 ",  16부작 ,,  한국방송공사 ,2010-05-10 00:00:00
여인천하,  2001년 2월 5일 ~ 2002년 7월 22일 ,"  월요일, 화요일 밤 9시 55분 ",  150부작 ,  대하 사극 ,  SBS ,2001-02-05 00:00:00
트로트의연인,  2014년 6월 23일 ~ 2014년 8월 12일 ,"  월요일, 화요일 오후 10:00~11:15 ",  16부작 ,,  KBS 2TV ,2014-06-23 00:00:00
여우각시별,  2018년 10월 1일 ~ 2018년 11월 26일  ,"  월요일, 화요일 오후 10:00 ~ 11:10 ",  32부작 ,"  판타지, 성장, 휴먼, 멜로 ",  SBS ,2018-10-01 00:00:00
학교3,  2000년 3월 5일 ~ 2001년 4월 1일 ,  일요일 오후 07:10~08:00 ,  49부작 ,,  KBS ,2000-03-05 00:00:00
청춘시대2,   2017년 8월 25일 ~ 10월 7일 ,"  금요일, 토요일 오후 11시 ",  14부작 ,"  드라마, 청춘, 로맨스, 미스터리  ",  JTBC ,2017-08-25 00:00:00
낭만닥터김사부2,  2020년 1월 6일 ~ 2020년 2월 25일 ,"  월요일, 화요일 오후 9:40~11:00[*PCM 1부 40분, 2부 40분으로 분할 편성, 최종회는 30분씩 3부로 분할 편성.] ",  16부작 ,,  SBS ,2020-01-06 00:00:00
골든크로스,  2014년 4월 9일 ~ 2014년 6월 19일 ,"  수요일, 목요일 10시 ~ ",  20부작 ,"  드라마, 미스터리, 서스펜스, 범죄 ",  한국방송공사 ,2014-04-09 00:00:00
개과천선,  2014년 4월 30일 ~ 2014년 6월 26일 ,"  수요일, 목요일 밤 10시 ",  16부작 ,  드라마 ,  문화방송 ,2014-04-30 00:00:00
포세이돈,  2011년 9월 19일 ~ 2011년 11월 8일 ,"  월요일, 화요일 09:55~11:05 ",  16부작 ,  드라마 ,  KBS ,2011-09-19 00:00:00
두번째스무살, 2015년 8월 28일 ~ 2015년 10월 17일," 매주 금요일, 토요일 밤 8시 30분", 16부작,, tvN,2015-08-28 00:00:00
"하이바이,마마!",  ON AIR 2020년 2월 22일 ~2020년 4월 12일 ,"  토요일, 일요일 오후 9:00 ~ ",  16부작 ,,,unknown
쓸쓸하고찬란하神-도깨비, 2016년 12월 2일 ~ 2017년 1월 21일 ," 매주 금요일, 토요일 오후 8시 ~ 9시 15분 (회당 65 ~ 90분) ", 16부작,, tvN ,2016-12-02 00:00:00
명불허전,  2017년 8월 12일 ~ 2017년 10월 1일 ,"  매주 토요일, 일요일 밤 9시 ~ ",  16부작 ,"  드라마, 의학 ",  tvN ,2017-08-12 00:00:00
옥탑방왕세자,  2012년 3월 21일 ~ 2012년 5월 24일 ,"  수요일, 목요일 9:55 ~ ",  20부작 ,"  로맨틱 코미디, 타임슬립 ",  SBS ,2012-03-21 00:00:00
하트투하트,  2015년 1월 9일 ~ 2015년 3월 7일 ,"  금요일, 토요일 오후 8:30~ ",  16부작 ,, tvN ,2015-01-09 00:00:00
상두야학교가자,  2003년 9월 15일 ~ 2003년 11월 4일 ,"  월요일, 화요일 밤 9:55 ~ ",  16부작 ,"  멜로, 드라마 ",  KBS 2TV ,2003-09-15 00:00:00
애간장,  2018년 1월 8일 ~2018년 2월 6일 (완결) ,"  월, 화 21:00 ~ 22:00 ",  10부작 ,  로맨스 ,  OCN ,2018-01-08 00:00:00
최고의사랑,,,  16부작 ,,  MBC ,unknown
궁중잔혹사-꽃들의전쟁, 2013년 3월 23일 ~ 2013년 9월 8일 ," 토요일, 일요일 밤 8시 45분 ", 50부작 , 한국 사극 , JTBC ,2013-03-23 00:00:00
닥터프리즈너,  2019년 3월 20일 ~ 2019년 5월 15일 ,"  매주 수요일, 목요일 밤 10:00 ~ 11:10 ",,"  의학, 범죄, 서스펜스 ",  KBS 2TV ,2019-03-20 00:00:00
최고의치킨,  2019년 1월 2일 ~ 2019년 2월 7일 ,"  수요일, 목요일 오후 11시 00분 ~ ",  12부작  ,,  MBN | Dramax ,2019-01-02 00:00:00
홍소장의가을,,"  월요일, 화요일 밤 9시 55분 ",  3부작 ,  홈드라마 ,  SBS ,unknown
순정에반하다,  2015년 4월 3일 ~ 2015년 5월 23일 ,"  금요일, 토요일 오후 9시 45분 ~ 오후 11시 ",  16부작 ,,  JTBC ,2015-04-03 00:00:00
빅이슈,  2019년 3월 6일 ~ 2019년 5월 2일 ,"  수요일, 목요일 오후 10시 00분 ~ 11시 10분 ",  32부작 ,  드라마 ,  SBS ,2019-03-06 00:00:00
회사를관두는최고의순간,  2018년 6월 17일 ~ 8월 5일 ,  일요일 오후 10시 50분 ,   ,,  oksusu   라이프타임   TV 조선 ,2018-06-17 00:00:00
혼술남녀, 2016년 9월 5일 ~ 2016년 10월 25일," 매주 월요일, 화요일 밤 11시", 16부작,, tvN,2016-09-05 00:00:00
밀회,  2014년 3월 17일 ~ 2014년 5월 13일 ,"  매주 월요일, 화요일 밤 9시 50분 ",  16부작 ,"  드라마, 로맨스, 음악 ",  JTBC ,2014-03-17 00:00:00
또오해영, 2016년 5월 2일 ~ 2016년 6월 28일," 매주 월요일, 화요일 밤 11시", 18부작,, tvN,2016-05-02 00:00:00
내연애의모든것,  2013년 4월 4일 ~ 2013년 5월 29일 ,"  수요일, 목요일 10:00 ~ 11:10 ",  16부작 ,"  드라마, 정치, 로맨틱 코미디 ",  서울방송 ,2013-04-04 00:00:00
보좌관,,,,"  정치물, 피카레스크(장르) ",  JTBC | Netflix ,unknown
다시시작해,  2016년 5월 23일 ~ 2016년 11월 18일,  월요일 ~ 금요일 오후 7시 15분 ~ 7시 55분 ,  121부작 ,,  문화방송 ,2016-05-23 00:00:00
별에서온그대,  2013년 12월 18일 ~ 2014년 2월 27일 ,"  수요일, 목요일 오후 10시 00분 ~ 11시 00분 ",  21부작(본편) + 1부작(스페셜) ,,  SBS ,2013-12-18 00:00:00
대물,  2010년 10월 6일 ~ 2010년 12월 23일 ,"  수요일, 목요일 오후 9시 55분~11시 15분 ",  	24부작 ,,  SBS ,2010-10-06 00:00:00
신들의만찬,  2012년 2월 4일 ~ 2012년 5월 20일 ,"  매주 토요일, 일요일 밤 9시 50분 ",  32부작 ,,  문화방송 ,2012-02-04 00:00:00
사랑이오네요,  2016년 6월 20일 ~ 2016년 12월 16일 ,  월요일 ~ 금요일 오전 8시 30분 ~ 9시 10분 ,  122부작,,  SBS ,2016-06-20 00:00:00
마이더스,   2011년 2월 22일 ~ 2011년 5월 3일 ,"  월요일, 화요일 오후 9:55~ ",  21부작 ,,  SBS ,2011-02-22 00:00:00
드라마의제왕,   2012년 11월 5일 ~ 2013년 1월 7일 ,"  월요일, 화요일 오후 9:55~ ",  18부작 ,"  코미디, 로맨스, 풍자 ",  SBS ,2012-11-05 00:00:00
신의선물-14일,  2014년 3월 3일 ~ 2014년 4월 22일 ,"  월요일, 화요일 오후 10:00~ ",  16부작 + 스페셜 1부작 ,  스릴러 ,  SBS ,2014-03-03 00:00:00
언터처블,  2017년 11월 24일 ~ 2018년 1월 20일 ,"  금요일, 토요일 23시 00분 ~ 24시 20분 ",  16부작 ,,  JTBC ,2017-11-24 00:00:00
보그맘,  2017년 9월 15일 ~ 2017년 12월 1일 ,  금요일 오후 09:50 ~ ,  12부작 ,"  드라마, 예능 ",  문화방송 ,2017-09-15 00:00:00
초콜릿,  2019년 11월 29일 ~ 2020년 1월 18일 ,"  금요일, 토요일 오후 10:50 ~  ",  16부작 ,,  JTBC ,2019-11-29 00:00:00
웰컴2라이프,  2019년 8월 5일 ~ 2019년 9월 24일 ,"  월요일, 화요일 밤 8시 55분 ~ 10시 5분 ",  32부작 ,,  문화방송 ,2019-08-05 00:00:00
돈꽃,  2017년 11월 11일 ~ 2018년 2월 3일 ,  토요일 오후 8시 45분 ~ 11시 15분 ,  24부작 ,,  문화방송 ,2017-11-11 00:00:00
낭만닥터김사부,  2016년 11월 7일 ~ 2017년 1월 17일 ,"  월요일, 화요일 오후 10:00 ~ ",  20부작 + 스페셜 번외편 1부작 ,"  의학, 휴먼 ",  SBS ,2016-11-07 00:00:00
하녀들,  2014년 12월 12일 ~ 2015년 3월 28일 ,"  금요일, 토요일 오후 9:45~ ",  20부작 ,, JTBC ,2014-12-12 00:00:00
"장옥정,사랑에살다",  2013년 4월 8일 ~ 2013년 6월 25일 ,"  월요일, 화요일 오후 9:55~ ",  24부작 ,,  SBS ,2013-04-08 00:00:00
성균관스캔들,  2010년 8월 30일 ~ 2010년 11월 2일 ,"  매주 월요일, 화요일 밤 9시 55분 ",  20부작 ,"  로맨스, 드라마, 코미디, 사극 ",  KBS 2TV ,2010-08-30 00:00:00
신과의약속,  2018년 11월 24일 ~ 2019년 2월 16일 ,,  48부작 ,,  문화방송 ,2018-11-24 00:00:00
시티헌터,  2011년 5월 25일 ~ 2011년 7월 28일 ,"  수요일, 목요일 09:55 ~ 11:05 ",  20부작 ,  드라마 ,  서울방송 ,2011-05-25 00:00:00
모두의연애,  2017년 12월 8일 ~ 2018년 1월 26일 ,  금요일 오후 11:30 ~ ,  8부작 ,,  tvN ,2017-12-08 00:00:00
화랑,,,  20부작 ,,  KBS 2TV ,unknown
불의여신정이,  2013년 7월 1일 ~ 2013년 10월 22일 ,"  월요일, 화요일 오후 10:00~11:10 ",  32부작 ,"  사극, 멜로 ",  문화방송 ,2013-07-01 00:00:00
드림하이2,  2012년 1월 30일 ~ 2012년 3월 20일 ,"  월요일, 화요일 22:00 ~ 23:05 ",  16부작 ,"  학원물, 로맨스 ",  KBS ,2012-01-30 00:00:00
미스코리아,  2013년 12월 18일 ~ 2014년 2월 26일 ,"  수요일, 목요일 오후 9:55~ ",  16부작 ,,  문화방송 ,2013-12-18 00:00:00
유나의거리,  2014년 5월 19일 ~ 2014년 11월 11일 ,"  월요일, 화요일 밤 9시 50분~ ",  50부작 ,, JTBC ,2014-05-19 00:00:00
외과의사봉달희,  2007년 1월 17일 ~ 2007년 3월 15일 ,"  수요일, 목요일 09:55 ~ 10:55 ",  18부작 ,  의학 드라마 ,  SBS ,2007-01-17 00:00:00
리셋,  2014년 8월 14일 ~ 2014년 10월 26일 ,  매주 일요일 밤 11시 ,  10부작 ,  범죄 ,  OCN_LOGO.png ,2014-08-14 00:00:00
토마토,  1999년 4월 21일 ~ 1999년 6월 10일 ,"  수요일, 목요일 오후 9:55 ~ 10:55 ",  16부작 ,,  SBS ,1999-04-21 00:00:00
다시만난세계,  2017년 7월 19일 ~ 2017년 9월 21일 ,"  수요일, 목요일 오후 10시 00분 ~ 11시 10분 ",  40부작 ,"  판타지, 로맨스 ",  SBS ,2017-07-19 00:00:00
경성스캔들,  2007년 6월 6일 ~ 2007년 8월 1일 ,"  수요일, 목요일 오후 9:55 ~ 11:05 ",  16부작 ,"  로맨스, 드라마, 시대극 ",  KBS 2TV ,2007-06-06 00:00:00
수상한파트너,  2017년 5월 10일 ~ 2017년 7월 13일 ,"  수요일, 목요일 오후 10시 00분 ~ 11시 10분 ",  40부작 ,"  법률, 로맨틱 코미디 ",  SBS ,2017-05-10 00:00:00
아이엠샘,  2007년 8월 6일 ~ 2007년 10월 2일 ,"  월요일, 화요일 21:55~ ",  16부작 ,  드라마 ,  KBS ,2007-08-06 00:00:00
펜트하우스,  2020년 8월 예정 ,"  월요일, 화요일 밤 ",   ,,  SBS ,unknown
멜로가체질,  2019년 8월 9일 ~ 2019년 9월 28일 ,"  금요일, 토요일 밤 10시 50분 ~ ",  16부작 + 스페셜 1부작 ,,  JTBC   넷플릭스  왓챠플레이,2019-08-09 00:00:00
"단,하나의사랑",  2019년 5월 22일 ~ 2019년  7월 11일 ,"  매주 수요일, 목요일 밤 10:00 ~ 11:10 ",  32부작,"  판타지, 로맨스 ",  KBS 2TV ,2019-05-22 00:00:00
아름다운나의신부,  2015년 6월 20일 ~ 8월 9일 ,  매주 토요일 일요일 밤 11시 ,  16부작 ,  범죄 ,  OCN_LOGO.png ,2015-06-20 00:00:00
슈츠,   2018년 4월 25일 ~ 2018년 6월 14일 ,"  수요일, 목요일 오후 10:00 ~ 11:10 ",  16부작 ,,  KBS 2TV ,2018-04-25 00:00:00
"귀신보는형사,처용",,  매주 일요일 밤 11시 ,,"  범죄, 액션, 스릴러, 오컬트, 판타지 ",  OCN_LOGO.png ,unknown
마스터-국수의신,  2016년 4월 27일 ~ 2016년 6월 30일  ,"  수요일, 목요일 오후 10:00~ ",  20부작 ,  드라마 ,  KBS 2TV ,2016-04-27 00:00:00
키스먼저할까요?,  2018년 2월 20일 ~ 2018년 4월 24일 ,"  월요일, 화요일 오후 10시 00분 ~ 11시 00분 ",  40부작 ,  멜로 ,  SBS ,2018-02-20 00:00:00
판타스틱,  2016년 9월 2일  ~ 2016년 10월 22일 ,"  금요일, 토요일 오후 8:30~ ",  16부작 ,  로맨틱 코미디 ,  JTBC ,2016-09-02 00:00:00
위험한여자,  2011년 10월 10일 ~ 2012년 3월 30일 ,  월요일 ~ 금요일 오전 7시 50분 ,  124부작 ,  드라마 ,  문화방송 ,2011-10-10 00:00:00
배가본드,  2019년 9월 20일 ~ 2019년 11월 23일 ,"  금요일, 토요일 오후 10:00 ~ 11:10 ",  16부작 ,"  액션, 멜로, 판타지, 범죄, 드라마 ",,2019-09-20 00:00:00
오만과편견, 2014년 10월 27일 ~ 2015년 1월 13일 ," 월요일, 화요일 밤 10시 ", 21부작 ,, 문화방송 ,2014-10-27 00:00:00
작은신의아이들,  2018년 3월 3일 ~ 2018년 4월 22일 ,"  토, 일 10시 20분 ",  16부작  ,  범죄 ,  OCN_LOGO.png ,2018-03-03 00:00:00
더패키지,   2017년 10월 13일 ~ 2017년 11월 18일 ,"  매주 금요일, 토요일 밤 11시 ",  12부작 ,  드라마 ,  JTBC ,2017-10-13 00:00:00
죽어야사는남자,  2017년 7월 19일 ~ 2017년 8월 24일 ,"  수요일, 목요일 오후 10:00 ~ 오후 11:10 ",  24부작 ,,  문화방송 ,2017-07-19 00:00:00
달리는조사관,  2019년 9월 18일 ~ 2019년 10월 31일 ,"  수요일, 목요일 오후 11시 ~  ",  14부작 ,  휴먼 ,  OCN ,2019-09-18 00:00:00
나쁜녀석들, 2014년 10월 4일 ~ 12월 13일 , 매주 토요일 밤 10시 , 11부작 , 범죄 피카레스크 , OCN_LOGO.png ,2014-10-04 00:00:00
짝패,  2011년 2월 7일 ~ 2011년 5월 24일 ,"  월요일, 화요일 오후 9시 55분~ ",  32부작 ,,  문화방송 ,2011-02-07 00:00:00
나도꽃,  2011년 11월 9일 ~ 2011년 12월 28일 ,"  수요일, 목요일 오후 9:55~ ",  15부작 ,,  문화방송 ,2011-11-09 00:00:00
응답하라1997, 2012년 7월 24일 ~ 2012년 9월 18일, 매주 화요일 밤 11시, 16부작,, tvN,2012-07-24 00:00:00
내손을잡아,  2013년 10월 7일 ~ 2014년 4월 4일 ,  월요일 ~ 금요일 오전 7시 50분 ,  130부작 ,  막장 드라마 ,  문화방송 ,2013-10-07 00:00:00
대군-사랑을그리다,  2018년 3월 3일 ~ 2018년 5월 6일 ,"  토요일, 일요일 오후 10시 50분 ",  20부작 ,"  사극, 멜로 ",  TV CHOSUN ,2018-03-03 00:00:00
후아유-학교2015,  2015년 4월 27일 ~ 2015년 6월 16일 ,"  월요일, 화요일 오후 10:00~11:10 ",  16부작 ,"  학원물, 로맨스 ",  KBS 2TV ,2015-04-27 00:00:00
의사요한,   2019년 7월 19일 ~ 2019년 9월 7일 ,"  금요일, 토요일 오후 10:00 ~ 11:10 ",  16부작 ,,  SBS ,2019-07-19 00:00:00
언제나봄날,  2016년 10월 31일 ~ 2017년 4월 21일 ,  월요일 ~ 금요일 오전 7시 50분 ~ 8시 30분 ,  122부작 ,,  문화방송 ,2016-10-31 00:00:00
좋은사람,  2016년 5월 2일 ~ 2016년 10월 28일 ,  월요일 ~ 금요일 오전 7시 50분 ~ 8시 30분 ,  122부작 ,,  문화방송 ,2016-05-02 00:00:00
으라차차와이키키,  2018년 2월 5일 ~ 2018년 4월 17일 ,"  월요일, 화요일 23:00 ~ 24:20 ",  20부작 ,,  JTBC ,2018-02-05 00:00:00
블랙, 2017년 10월 14일 ~ 2017년 12월 10일 ," 토,일 22:20 ~ ", 18부작 ," 범죄 , 막장 드라마 , 개그", OCN ,2017-10-14 00:00:00
크리스마스에눈이올까요?,  2009년 12월 2일 ~ 2010년 1월 28일 ,"  수요일, 목요일 오후 10:00~ ",  16부작 (完) ,,  SBS ,2009-12-02 00:00:00
라이프,  2018년 7월 23일 ~ 2018년 9월 11일 ,"  월요일, 화요일 오후 11시 ",  16부작 + 스페셜 1부작 ,  의학 드라마 ,  JTBC ,2018-07-23 00:00:00
멜로홀릭,  2017년 11월 6일 ~ 2017년 12월 5일 ,"  월, 화 21:00 ~ 22:00 ",  10부작 ,  로맨스 ,  OCN ,2017-11-06 00:00:00
모두다쿵따리,  2019년 7월 16일 ~  2019년 11월 29일, 월요일 ~ 금요일 오전 7시 50분 ~ 8시 30분,  99부작  ,,  문화방송 ,2019-07-16 00:00:00
실종느와르M,  2015년 3월 28일 ~ 2015년 5월 30일 ,  매주 토요일 밤 11시 ,  10부작 ,  범죄 ,  OCN_LOGO.png ,2015-03-28 00:00:00
나의나라,  2019년 10월 4일 ~ 2019년 11월 23일 ,"  금요일, 토요일 밤 10시 50분 ~ ",  16부작 + 스페셜1회 ,  사극 ,  JTBC ,2019-10-04 00:00:00
안투라지,  2016년 11월 4일 ~ 2016년 12월 24일 ,"  매주 금, 토요일 밤 11시 ",  16부작  ,,  tvN ,2016-11-04 00:00:00
내마음이들리니,  2011년 4월 2일 ~ 2011년 7월 10일 ,"  매주 토요일, 일요일 밤 9시 50분 ",  30부작 ,,  문화방송 ,2011-04-02 00:00:00
닥터챔프,  2010년 9월 27일 ~ 2010년 11월 16일 ,"  월요일, 화요일 밤 8:55 ~ ",  20부작 ,,  SBS ,2010-09-27 00:00:00
날씨가좋으면찾아가겠어요,  ON AIR 2020년 2월 24일 ~ 2020년 4월 14일 (예정) ,"  월요일, 화요일 오후 9:30 ~ (예정)",  16부작 ,,  JTBC ,unknown
비밀과거짓말,  2018년 6월 25일 ~ 2019년 1월 11일 ,  월요일 ~ 금요일 오후 7시 15분 ~ 7시 50분 ,  122부작 ,,  문화방송 ,2018-06-25 00:00:00
전설의마녀,  2014년 10월 25일 ~ 2015년 3월 8일 ,"  매주 토요일, 일요일 밤 10시 ",  40부작 ,,  문화방송 ,2014-10-25 00:00:00
"괜찮아,사랑이야",  2014년 7월 23일 ~ 2014년 9월 11일 ,"  수요일, 목요일 오후 10:00 ~ 오후 11:15 ",  16부작 ,"  로맨틱 코미디, 멜로 ",  SBS ,2014-07-23 00:00:00
대박,  2016년 3월 28일 ~ 2016년 6월 14일 ,"  월요일, 화요일 오후 10:00~ ",  24부작 ,  퓨전사극 ,  SBS ,2016-03-28 00:00:00
패션왕,  2012년 3월 19일 ~ 2012년 5월 22일 ,"  월요일, 화요일 밤 9시 55분 ",  20부작 ,,  SBS ,2012-03-19 00:00:00
미스터기간제,  2019년 7월 17일 ~ 2019년 9월 5일 ,"  수요일, 목요일 오후 11시 ~  ",  16부작 ,"  추리, 범죄, 스릴러 ",  OCN ,2019-07-17 00:00:00
스토브리그,  2019년 12월 13일 ~ 2020년 2월 14일 , 금·토요일 오후 10:00 ~ 11:10 ,  16부작 + 스페셜 2부작 ,"  드라마, 스포츠물 ",  SBS ,2019-12-13 00:00:00
서른이지만열일곱입니다,  2018년 7월 23일 ~ 2018년 9월 18일 ,"  월요일, 화요일 오후 10:00 ~ 11:10 ",  32부작 ,"  로맨틱 코미디, 휴먼, 성장 ",  SBS ,2018-07-23 00:00:00
